"Name","First Name","Last Name","Title / Role","Email","Phone","Website","Address","City","State","Country","Industry","Description","LinkedIn","Twitter / X","Facebook","Instagram","Year Founded","Employees","Revenue","Source URL","Notes","Region","Services","Accreditations","Latitude","Longitude","Last Verified"
"Rapid Charge UK Ltd T/A Rapid Charge","N/A","N/A","N/A","adrian.wright@rapidcharge.com","0800 599 9359","https://www.rapidcharge.com","31 Temple Street, Birmingham","Birmingham","West Midlands","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","West Midlands","Commercial; Residential","OZEV authorised","52.47980190508477","-1.8990291288135586","2026-05-18"
"Ravenscroft Electrical","N/A","N/A","N/A","nickrave@gmail.com","07810 454452","N/A","Flat 104, Mission Building 747, Commercial Road, London","London","London","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","London","Commercial; Residential","OZEV authorised","51.512619579999985","-0.03243032000000002","2026-05-18"
"Rayner Electrical Services Ltd","N/A","N/A","N/A","info@raynerelectricalservicesltd.co.uk","01642450328 / 07824113095","https://www.raynerelectricalservicesltd.co.uk/","10 Drake Court,, Middlesborough","Middlesborough","North East","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","North East","Commercial; Residential","OZEV authorised","54.58220026","-1.2536199879999999","2026-05-18"
"RB Grant Ltd","N/A","N/A","N/A","info@rbgrant.co.uk","07957 438638","https://www.rbgrant.co.uk","Office 17 The Business Incubator, Myregormie Place","Myregormie Place","Scotland","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Scotland","Commercial; Residential","OZEV authorised","56.13717204651162","-3.137430379069768","2026-05-18"
"RDI Renewables Ltd","N/A","N/A","N/A","info@rdirenewables.co.uk","01847 890012","https://www.rdirenewables.co.uk","Unit 4B Ormlie Industrial Estate, Thurso","Thurso","Scotland","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Scotland","Commercial; Residential","OZEV authorised","58.58613184499997","-3.5382636583333347","2026-05-18"
"REC Electrical Solutions Ltd","N/A","N/A","N/A","N/A","N/A","N/A","48 Radcliffe Road, Oldham,, Greater Manchester","Greater Manchester","North West","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","North West","Commercial; Residential","OZEV authorised","53.55552548863636","-2.0813406749999994","2026-05-18"
"Recharge at Home Limited","N/A","N/A","N/A","simon@rechargeathome.co.uk","01483 903902","https://www.rechargeathome.co.uk","5 Coombe Lane West, Kingston Hill","Kingston Hill","South East","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","South East","Commercial; Residential","OZEV authorised","51.41334287307692","-0.27774908846153845","2026-05-18"
"Red Flame Electrical Ltd","N/A","N/A","N/A","enquiries@redflame.co.uk","01686 624923","https://www.redflame.co.uk","Unit 2b Ffrydd Vaughan, Dolfor Road, Newtown, Powys","Powys","West Midlands","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","West Midlands","Commercial; Residential","OZEV authorised","52.497948855555556","-3.3225455370370374","2026-05-18"
"REF Electrics (Taunton) Ltd","N/A","N/A","N/A","matthew@refelectrics.co.uk","01823 282339","https://www.refelectrics.co.uk","REF electrics, 22 Acorn centre, Livingstone way, Taunton","Taunton","South West","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","South West","Commercial; Residential","OZEV authorised","51.02572521","-3.128458696","2026-05-18"
"Refresh Property Solutions LTD","N/A","N/A","N/A","info@refreshni.com","02890993485 / 07918472580","https://www.refreshni.com","Unit 2 Bellsbridge Business Park, Ladas Drive, Belfast","Belfast","Northern Ireland","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Northern Ireland","Commercial; Residential","OZEV authorised","54.57963456666667","-5.895450533333333","2026-05-18"
"Regal-T Electrical Limited","N/A","N/A","N/A","info@regal-telectrical.co.uk","07376 685622","https://www.regal-telectrical.co.uk","6 Prae Close, St Albans","St Albans","South East","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","South East","Commercial; Residential","OZEV authorised","51.75463290909091","-0.3538855363636364","2026-05-18"
"Reginald Maude Ltd","N/A","N/A","N/A","N/A","N/A","N/A","Globe House, Miall Street, Halifax","Halifax","Yorkshire & Humber","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Yorkshire & Humber","Commercial; Residential","OZEV authorised","53.72688968181817","-1.879383654545454","2026-05-18"
"Rehoboth Electrical LTD","N/A","N/A","N/A","contact@rehobothelectrical.co.uk","07444 218593","https://www.rehobothelectrical.co.uk","4 Wimborne Road, London","London","London","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","London","Commercial; Residential","OZEV authorised","51.595577770588235","-0.07686349411764706","2026-05-18"
"Renlec Ltd","N/A","N/A","N/A","enquiries@renlec.co.uk","07792 750664","N/A","5 Maes Y Cwm, Llanwnog, Caersws","Caersws","West Midlands","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","West Midlands","Commercial; Residential","OZEV authorised","52.53447595454545","-3.4406424999999996","2026-05-18"
"Res Electrics Ltd","N/A","N/A","N/A","info@res-electrics.uk","07771 003293","https://www.res-electrics.uk","114a Church Lane, Moldgreen, Huddersfield","Huddersfield","Yorkshire & Humber","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Yorkshire & Humber","Commercial; Residential","OZEV authorised","53.64588245789474","-1.7664112052631582","2026-05-18"
"RGP Electrical Limited","N/A","N/A","N/A","ryan@rgpelectrical.com","02045389709 / 07854764222","https://www.rgpelectrical.com","3rd floor 86-90 Paul Street, London","London","London","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","London","Commercial; Residential","OZEV authorised","51.525556482978736","-0.08361228723404251","2026-05-18"
"RH Electrical","N/A","N/A","N/A","N/A","N/A","N/A","36 St Annes Road, Claines, Worcester","Worcester","West Midlands","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","West Midlands","Commercial; Residential","OZEV authorised","52.219841400000014","-2.222201019047619","2026-05-18"
"RH Electrical Services","N/A","N/A","N/A","ryanhyatt2@hotmail.com","N/A","N/A","7, Eros Crescent, Birches Head, Stoke-on-Trent","Stoke-on-Trent","West Midlands","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","West Midlands","Commercial; Residential","OZEV authorised","53.035029914942506","-2.1580399321839066","2026-05-18"
"RH Eng Ltd t/a RH","N/A","N/A","N/A","rhengltd@gngineer.com","07515 452296","https://www.rh.engineer","1,3 & 3A Nunsmoor Building, Newcastle Upon Tyne","Newcastle Upon Tyne","North East","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","North East","Commercial; Residential","OZEV authorised","54.980691127500016","-1.6468061925000008","2026-05-18"
"RH Foster Ltd","N/A","N/A","N/A","contact@rhfosterelectrical.co.uk","01256 465414","https://www.rhfosterelectrical.co.uk","16 Essex Road,, Basingstoke","Basingstoke","South East","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","South East","Commercial; Residential","OZEV authorised","51.2649715","-1.093877","2026-05-18"
"RHD Contracts Ltd","N/A","N/A","N/A","N/A","07795 466559","https://www.rhdcontracts.co.uk","46a Main Street, Chryston, Glasgow","Glasgow","Scotland","United Kingdom","EV chargepoint installation","Commercial installations only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Scotland","Commercial","OZEV authorised","55.906322628571424","-4.101180614285715","2026-05-18"
"RHD Electrical","N/A","N/A","N/A","RHDproperty@outlook.com","07572 581400","N/A","Flat 31 Stewart, Rainbird House, London","London","London","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","London","Commercial; Residential","OZEV authorised","51.54973530000001","0.06319340000000002","2026-05-18"
"RI Cruden Limited","N/A","N/A","N/A","N/A","N/A","N/A","Renewable Innovation Centre, 12-14 Seafield Road, Inverness","Inverness","Scotland","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Scotland","Commercial; Residential","OZEV authorised","57.48812489066667","-4.213908146666666","2026-05-18"
"Richard Bull Electrical Ltd","N/A","N/A","N/A","N/A","N/A","N/A","Park Barn, The Greenm Badby, Daventry","Daventry","East Midlands","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","East Midlands","Commercial; Residential","OZEV authorised","52.22705196111111","-1.181344483333333","2026-05-18"
"Richard Farish Electrical Contractor","N/A","N/A","N/A","farish192@btinternet.com","01387266903 / 07850398900","N/A","Oak Lodge, Albany Lane,, Dumfries","Dumfries","Scotland","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Scotland","Commercial; Residential","OZEV authorised","55.077157823076924","-3.6070513","2026-05-18"
"Riches & Bullard Electrical Ltd","N/A","N/A","N/A","projects@r-b-electrical.co.uk","07837 627801","https://www.r-b-electrical.co.uk","18 Flint Close, Ipswich","Ipswich","East of England","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","East of England","Commercial; Residential","OZEV authorised","52.04046117352941","1.1468199588235297","2026-05-18"
"Riviera Electrical Limited","N/A","N/A","N/A","info@riviera-electrical.co.uk","01803678101 / 07342930194","https://www.riviera-electrical.co.uk","176 Union Street, Torquay","Torquay","South West","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","South West","Commercial; Residential","OZEV authorised","50.46890664642855","-3.533861069642857","2026-05-18"
"Rix Energy Services LTD","N/A","N/A","N/A","electricalservices@rix.co.uk","01482 387788","https://www.rix.co.uk/homes/services-maintenance/energy","2 Humber Quays, Wellington Street West,, Hull","Hull","Yorkshire & Humber","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Yorkshire & Humber","Commercial; Residential","OZEV authorised","53.73768224054055","-0.33778038648648656","2026-05-18"
"Rix Gas Services Ltd t/a Rix Electrical Services","N/A","N/A","N/A","gasservices@rix.co.uk","01482 387788","https://www.rix.co.uk/electrical-services","2 Humber Quays, Wellington Street West,, Hull","Hull","Yorkshire & Humber","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Yorkshire & Humber","Commercial; Residential","OZEV authorised","53.73768224054055","-0.33778038648648656","2026-05-18"
"RJ Electrical Services Ltd","N/A","N/A","N/A","N/A","N/A","N/A","Unit 3A Barnack Industrial Est, Wilton, Salisbury","Salisbury","South West","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","South West","Commercial; Residential","OZEV authorised","51.08633485416666","-1.8591691270833335","2026-05-18"
"RJ Smith Electrical Engineers Ltd","N/A","N/A","N/A","david@rjsmithelectrical.com","01418 480700","https://www.RJSmithElectrical.com","43 Canal Street,, Paisley","Paisley","Scotland","United Kingdom","EV chargepoint installation","Commercial installations only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Scotland","Commercial","OZEV authorised","55.84097812666667","-4.430146556666666","2026-05-18"
"RJC Electrical Contracting Ltd","N/A","N/A","N/A","rjcelectricalcontracting@gmail.com","07731 626153","https://www.fixedwiretesting.co.uk","16 Muirend Grove, Perth","Perth","Scotland","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Scotland","Commercial; Residential","OZEV authorised","56.39460282272727","-3.4665725954545454","2026-05-18"
"RLW Electrical & Solar Limited","N/A","N/A","N/A","info@rlwelectrical.co.uk","01554 556559","https://www.rlwelectrical.co.uk","3 Priory Street, Kidwelly","Kidwelly","Wales","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Wales","Commercial; Residential","OZEV authorised","51.73723812307692","-4.302544223076925","2026-05-18"
"RMEC Electrical Ltd","N/A","N/A","N/A","rmecelectrical@gmail.com","07808 216260","N/A","69-75 Thorpe Road, Norwich, Norfolk","Norfolk","East of England","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","East of England","Commercial; Residential","OZEV authorised","52.62489173875006","1.3198299275000014","2026-05-18"
"Roamler UK Ltd","N/A","N/A","N/A","phil.aukland@roamler.com","N/A","N/A","Alpha Tower Office 20-20, Suffolk Street, Queensway, Birmingham","Birmingham","West Midlands","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","West Midlands","Commercial; Residential","OZEV authorised","52.478464380000055","-1.9061948999999982","2026-05-18"
"Robert Clack Electrical Contractor Ltd","N/A","N/A","N/A","rob@rc-ec.com","01753 674042","https://www.rc-ec.com","9 Fieldhurst, Slough","Slough","South East","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","South East","Commercial; Residential","OZEV authorised","51.49633426538462","-0.5499795807692307","2026-05-18"
"Robson Electrical Limited","N/A","N/A","N/A","keith@robsonelectrical.co.uk","01912 765648","https://www.robsonelectrical.co.uk","Hawthorn House, 28-30 Back Heaton Road, Newcastle upon Tyne","Newcastle upon Tyne","North East","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","North East","Commercial; Residential","OZEV authorised","54.97843014750001","-1.5792233625","2026-05-18"
"Robust AE Ltd","N/A","N/A","N/A","info@robust-ae.com","07447 544890","https://www.robust-ae.com","8 Spencer Road, South Croydon","South Croydon","South East","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","South East","Commercial; Residential","OZEV authorised","51.362035725","-0.08592861999999997","2026-05-18"
"Roger Stearn Electrical Contractors","N/A","N/A","N/A","rogerstearn@gmail.com","07850 464064","N/A","Roger Stearn Electrical Contractors, 41 Brampton Road, Cambridge","Cambridge","East of England","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","East of England","Commercial; Residential","OZEV authorised","52.20359312931035","0.14921853448275857","2026-05-18"
"Rokk Electrical","N/A","N/A","N/A","cbolger@mail.com","07929 339125","N/A","9 South Royd Avenue, Halifax","Halifax","Yorkshire & Humber","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Yorkshire & Humber","Commercial; Residential","OZEV authorised","53.70815495294117","-1.8611841411764707","2026-05-18"
"Royle Jackson Ltd","N/A","N/A","N/A","dan@roylejackson.co.uk","02380 331288","https://www.roylejacksonltd.co.uk","1 Granville Street, Southampton","Southampton","N/A","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","N/A","Commercial; Residential","OZEV authorised","50.90228735","-1.3917914166666667","2026-05-18"
"RR Electrical Services (Wrexham)","N/A","N/A","N/A","admin@rr-electrical.com","01978 468118","N/A","Unit 9 Livery Stables Units, Summerhill Road, Wrexham","Wrexham","Wales","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Wales","Commercial; Residential","OZEV authorised","53.066009587804864","-3.0194117951219517","2026-05-18"
"RRP Electrical Contractors Ltd","N/A","N/A","N/A","N/A","N/A","N/A","14 Jubilee Road, Perivale, Greenford","Greenford","South East","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","South East","Commercial; Residential","OZEV authorised","51.54227853513514","-0.31940759459459456","2026-05-18"
"Russell Gibson","N/A","N/A","N/A","N/A","N/A","N/A","21 Taynton Drive, Merstham","Merstham","South East","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","South East","Commercial; Residential","OZEV authorised","51.25780874468086","-0.1431213595744681","2026-05-18"
"Rutherfords Electrical Solutions","N/A","N/A","N/A","enquiries@rutherfordselectrical.co.uk","07780 977439","https://www.rutherfordselectrical.co.uk/","Dovewell, Lochfoot, Dumfries","Dumfries","Scotland","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Scotland","Commercial; Residential","OZEV authorised","55.047664094736845","-3.7104311421052643","2026-05-18"
"RW Electrical (Cornwall)","N/A","N/A","N/A","rwelectricals@outlook.com","07377 875763","N/A","14 Higher Boskerris, Carbis Bay","Carbis Bay","South West","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","South West","Commercial; Residential","OZEV authorised","50.1936272617647","-5.4687181426470595","2026-05-18"
"Ryan Johnstone Electrical Contractor T/A Fusion Renewables Ltd","N/A","N/A","N/A","ryanjohnstoneelec@gmail.com","07912 533926","https://www.electriciandumfries.co.uk","Oakville, Maxwelltown Station Road, Dumfries","Dumfries","Scotland","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Scotland","Commercial; Residential","OZEV authorised","55.069672617241366","-3.639877055172415","2026-05-18"
"Ryelec Electrical Solutions Ltd","N/A","N/A","N/A","ryelec1@gmail.com","07595 376144","https://www.ryelec.uk","97 Lord Nelson Street,, Warrington","Warrington","North West","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","North West","Commercial; Residential","OZEV authorised","53.38799376545453","-2.5833285490909086","2026-05-18"
"S & L Electrical NW Ltd","N/A","N/A","N/A","steven@slelectricalnw.co.uk","01614 770342","https://www.slelectricalnw.co.uk","Unit 1 Waterloo Park Industrial Estate, Upper Brook Street, Stockport","Stockport","North West","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","North West","Commercial; Residential","OZEV authorised","53.40816510270272","-2.1510041810810816","2026-05-18"
"S Copeland Electrics","N/A","N/A","N/A","N/A","N/A","N/A","Unit 8, 26 Stockmans Way, Belfast","Belfast","Northern Ireland","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Northern Ireland","Commercial; Residential","OZEV authorised","54.57043924078946","-5.983466123684209","2026-05-18"
"S E C Electrical Ltd","N/A","N/A","N/A","craig@secelectrical.co.uk","01604 756637","https://www.secelectrical.co.uk/","48 St James Mill Road, Northampton","Northampton","East Midlands","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","East Midlands","Commercial; Residential","OZEV authorised","52.232661933766224","-0.9101947831168833","2026-05-18"
"S E M Electrical Ltd","N/A","N/A","N/A","semelectrical@btconnect.com","01325 383374","https://www.semelectrical.com","36 Cleveland Trading Estate, Darlington, Co Durham","Co Durham","North East","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","North East","Commercial; Residential","OZEV authorised","54.53595651999999","-1.5465791449999997","2026-05-18"
"S H Electrical","N/A","N/A","N/A","N/A","N/A","N/A","Unit 10, Long Island Park, Carlisle","Carlisle","North West","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","North West","Commercial; Residential","OZEV authorised","54.88797544583335","-2.9356688291666675","2026-05-18"
"S M Electrical","N/A","N/A","N/A","N/A","N/A","N/A","118 Chester Road, Warrington","Warrington","North West","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","North West","Commercial; Residential","OZEV authorised","53.38136918125","-2.5932531229166655","2026-05-18"
"S M WATSON ELECTRICAL CONTRACTING LTD","N/A","N/A","N/A","SCOTTWATSONELECTRICAL@HOTMAIL.COM","01765600612 / 07960593199","N/A","The Old Workshop, Back Elmwood Street, Harrogate","Harrogate","Yorkshire & Humber","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Yorkshire & Humber","Commercial; Residential","OZEV authorised","54.000035251351335","-1.5344947378378382","2026-05-18"
"S P Electrical Services","N/A","N/A","N/A","N/A","N/A","N/A","37 Cestria Buildings, George Street, Chester","Chester","North West","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","North West","Commercial; Residential","OZEV authorised","53.19456994259258","-2.8923517277777773","2026-05-18"
"S.A.F.E. Maintenance Ltd","N/A","N/A","N/A","admin@safemaintenance.uk","07707 763064","https://www.safemaintenance.uk","19 Holliney Road, Manchester","Manchester","North West","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","North West","Commercial; Residential","OZEV authorised","53.375856925","-2.245730966666667","2026-05-18"
"S.H.M Electrical Services (WALES) Ltd","N/A","N/A","N/A","N/A","N/A","N/A","Sycamore Grove, Camrose, Haverfordwest","Haverfordwest","Wales","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Wales","Commercial; Residential","OZEV authorised","51.843427851351365","-5.009963791891892","2026-05-18"
"S.M.S. Electrical Services","N/A","N/A","N/A","smselservices@gmail.com","07979 538622","https://www.smselectricalservices.co.uk","1 Bishops Walk, Morriston, Swansea","Swansea","Wales","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Wales","Commercial; Residential","OZEV authorised","51.67138891428573","-3.9283662214285715","2026-05-18"
"SA3 Group Ltd","N/A","N/A","N/A","ronan@sa3ltd.com","02887 658306","N/A","4 Moyard Way, Benburb, Dungannon","Dungannon","Northern Ireland","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Northern Ireland","Commercial; Residential","OZEV authorised","54.412581660000015","-6.73637912","2026-05-18"
